ID,Name,Owner,Controler,Religion,Culture
1195,Mozambique,GBR,ZAN,sunni,swahili
1196,Kilwa,GBR,ZAN,sunni,swahili
1197,Mzizima,RUM,RUM,shamanism,swahili
1198,Lindi,RUM,RUM,sunni,swahili
1199,Bagamoyo,RUM,RUM,shamanism,swahili
1200,Tanga,RUM,RUM,shamanism,swahili
1201,Zanzibar,GBR,RUM,sunni,swahili
1202,Mombasa,MLI,MLI,sunni,swahili
1203,Malindi,MLI,MLI,sunni,swahili
1204,Lamu,MLI,MLI,sunni,swahili
1205,Mogadishu,RUM,RUM,sunni,somali
1206,Qardho,RUM,RUM,sunni,somali
1207,Ogaden,OGD,OGD,sunni,oromo
1208,Degehabur,OGD,OGD,sunni,oromo
1209,Berbera,RUM,RUM,sunni,somali
1210,Dawaro,RUM,RUM,shamanism,oromo
1211,Harer,RUM,RUM,sunni,oromo
1212,Zeila,RUM,RUM,sunni,somali
1213,Shewa,RUM,RUM,shamanism,oromo
1214,Wollo,RUM,RUM,coptic,amhara
1215,Tajura,RUM,RUM,sunni,afar
1216,Tegali,DAM,DAM,coptic,nubian
1217,Fazughli,DAM,DAM,shamanism,oromo
1218,Sidamo,WLY,WLY,coptic,oromo
1219,Darfur,ITA,ITA,shamanism,tunjur
1220,Bayuda,RUM,REB,coptic,nubian
1221,El Obeid,RUM,RUM,coptic,nubian
1222,Gezira,RUM,RUM,coptic,nubian
1223,Gojjam,DAM,DAM,shamanism,oromo
1224,Gonder,RUM,RUM,coptic,amhara
1225,Butana,RUM,RUM,coptic,nubian
1226,Beja,BEJ,BEJ,coptic,beja
1227,Aksum,RUM,RUM,coptic,tigray
1228,Dongola,MAK,MAK,coptic,nubian
1229,Berber,BEJ,BEJ,coptic,beja
1230,Massawa,MED,MED,coptic,tigray
1231,Aswan,RUM,RUM,sunni,al_misr_arabic
1232,Suakin,BEJ,BEJ,coptic,beja
1233,Kharga,RUM,RUM,sunni,al_misr_arabic
1234,Qasr Ibrim,MAK,MAK,coptic,nubian
1235,Guam,JAP,JAP,mahayana,japanese
1236,Rabaul,GBR,GBR,catholic,portugese
1237,Hanuabada,GBR,GBR,catholic,portugese
1238,Solomon Islands,GBR,GBR,catholic,portugese
1239,Vanuatu,GBR,GBR,catholic,portugese
1240,Hawaii,GBR,GBR,animism,polynesian
1241,Kiribati,GBR,GBR,catholic,portugese
1242,Viti Levu,VIL,VIL,animism,melanesian
1243,Samoa,SAM,SAM,animism,polynesian
1244,Tuamotu Islands,SPA,SPA,catholic,catalan
1245,Manokwari,GBR,GBR,catholic,portugese
1246,Ata Whenua,C16,C16,catholic,portugese
1247,Corsica,ITA,ITA,catholic,sardinian
1248,Maldives,BHA,BHA,hinduism,malayalam
1249,Yola,NONE,NONE,shamanism,jukun
1250,Vänern,NONE,NONE,NONE,NONE
1251,Vättern,NONE,NONE,NONE,NONE
1252,Gulf of Bothnia,NONE,NONE,NONE,NONE
1253,Eastern Sea of Åland,NONE,NONE,NONE,NONE
1254,Gulf of Finland,NONE,NONE,NONE,NONE
1255,Western Baltic Sea,NONE,NONE,NONE,NONE
1256,Gulf of Riga,NONE,NONE,NONE,NONE
1257,Southern Baltic Sea,NONE,NONE,NONE,NONE
1258,Öresund,NONE,NONE,NONE,NONE
1259,Kattegat,NONE,NONE,NONE,NONE
1260,Lake Peipus,NONE,NONE,NONE,NONE
1261,Ladoga,NONE,NONE,NONE,NONE
1262,Onega,NONE,NONE,NONE,NONE
1263,Barents Sea,NONE,NONE,NONE,NONE
1264,Lofoten Sea,NONE,NONE,NONE,NONE
1265,Northern Norwegian Sea,NONE,NONE,NONE,NONE
1266,Southern Norwegian Sea,NONE,NONE,NONE,NONE
1267,Skagerrak,NONE,NONE,NONE,NONE
1268,Helgoland Bight,NONE,NONE,NONE,NONE
1269,Coast of Holland,NONE,NONE,NONE,NONE
1270,Dogger Bank,NONE,NONE,NONE,NONE
1271,Straits of Dover,NONE,NONE,NONE,NONE
1272,The Channel,NONE,NONE,NONE,NONE
1273,Taveta,NONE,NONE,shamanism,bantu
1274,Coast of Brittany,NONE,NONE,NONE,NONE
1275,Quiberon Bay,NONE,NONE,NONE,NONE
1276,Cote D'Argent,NONE,NONE,NONE,NONE
1277,Bay of Biscay,NONE,NONE,NONE,NONE
1278,Cantabrian Sea,NONE,NONE,NONE,NONE
1279,Tyne,NONE,NONE,NONE,NONE
1280,Firth of Forth,NONE,NONE,NONE,NONE
1281,Coast of Shetland,NONE,NONE,NONE,NONE
1282,Moray Firth,NONE,NONE,NONE,NONE
1283,North Channel,NONE,NONE,NONE,NONE
1284,Irish Sea,NONE,NONE,NONE,NONE
1285,St. George's Channel,NONE,NONE,NONE,NONE
1286,Donegal Bay,NONE,NONE,NONE,NONE
1287,Dingle Bay,NONE,NONE,NONE,NONE
1288,Celtic Sea,NONE,NONE,NONE,NONE
1289,Western Approaches,NONE,NONE,NONE,NONE
1290,Cape Finisterre,NONE,NONE,NONE,NONE
1291,Lusitanian Sea,NONE,NONE,NONE,NONE
1292,Gulf of Cadiz,NONE,NONE,NONE,NONE
1293,Straits of Gibraltar,NONE,NONE,NONE,NONE
1294,Gulf of Almeria,NONE,NONE,NONE,NONE
1295,Gulf of Valencia,NONE,NONE,NONE,NONE
1296,Gulf of Lion,NONE,NONE,NONE,NONE
1297,Cote D'Azur,NONE,NONE,NONE,NONE
1298,Ligurian Sea,NONE,NONE,NONE,NONE
1299,Coast of the Faeroes,NONE,NONE,NONE,NONE
1300,Western Mediterranean,NONE,NONE,NONE,NONE
1301,Barbary Coast,NONE,NONE,NONE,NONE
1302,Cape Bon,NONE,NONE,NONE,NONE
1303,Tyrrenean Sea,NONE,NONE,NONE,NONE
1304,Bay of Napoli,NONE,NONE,NONE,NONE
1305,Gulf of Gabes,NONE,NONE,NONE,NONE
1306,Sao Tome,GBR,GBR,catholic,portugese
1307,Straits of Messina,NONE,NONE,NONE,NONE
1308,Gulf of Venice,NONE,NONE,NONE,NONE
1309,Adriatic Sea,NONE,NONE,NONE,NONE
1310,Straits of Otranto,NONE,NONE,NONE,NONE
1311,Gulf of Taranto,NONE,NONE,NONE,NONE
1312,Ionian Sea,NONE,NONE,NONE,NONE
1313,Gulf of Sirte,NONE,NONE,NONE,NONE
1314,Gulf of Bomba,NONE,NONE,NONE,NONE
1315,Bay of Alexandria,NONE,NONE,NONE,NONE
1316,Palestinian Coast,NONE,NONE,NONE,NONE
1317,Gulf of Cyprus,NONE,NONE,NONE,NONE
1318,Spiš,RUM,RUM,reformed,slovak
1319,Aegean Sea,NONE,NONE,NONE,NONE
1320,Sea of Marmara,NONE,NONE,NONE,NONE
1321,Gulf of Varna,NONE,NONE,NONE,NONE
1322,Gulf of Odessa,NONE,NONE,NONE,NONE
1323,Sea of Azov,NONE,NONE,NONE,NONE
1324,Eastern Black Sea,NONE,NONE,NONE,NONE
1325,Lake Balaton,NONE,NONE,NONE,NONE
1326,Caspian Sea,NONE,NONE,NONE,NONE
1327,Aral Sea,NONE,NONE,NONE,NONE
1328,Gulf of Suez,NONE,NONE,NONE,NONE
1329,Red Sea,NONE,NONE,NONE,NONE
1330,Bab el Mandeb,NONE,NONE,NONE,NONE
1331,Gulf of Aden,NONE,NONE,NONE,NONE
1332,Gulf of Oman,NONE,NONE,NONE,NONE
1333,Gulf of Masirah,NONE,NONE,NONE,NONE
1334,Straits of Hormuz,NONE,NONE,NONE,NONE
1335,Persian Gulf,NONE,NONE,NONE,NONE
1336,Coast of Makran,NONE,NONE,NONE,NONE
1337,Coast of Gujarat,NONE,NONE,NONE,NONE
1338,Konkan Coast,NONE,NONE,NONE,NONE
1339,Malabar Coast,NONE,NONE,NONE,NONE
1340,Comorin Cape,NONE,NONE,NONE,NONE
1341,Coast of Coromandel,NONE,NONE,NONE,NONE
1342,Coast of Orissa,NONE,NONE,NONE,NONE
1343,Ganges Delta,NONE,NONE,NONE,NONE
1344,Arakan Coast,NONE,NONE,NONE,NONE
1345,Irrawady Delta,NONE,NONE,NONE,NONE
1346,Eastern Bay of Bengal,NONE,NONE,NONE,NONE
1347,Andaman Sea,NONE,NONE,NONE,NONE
1348,Straits of Malacca,NONE,NONE,NONE,NONE
1349,Nicobar Islands,NONE,NONE,NONE,NONE
1350,Coast of Aceh,NONE,NONE,NONE,NONE
1351,Coast of Sumatra,NONE,NONE,NONE,NONE
1352,Sunda Strait,NONE,NONE,NONE,NONE
1353,Coast of Java,NONE,NONE,NONE,NONE
1354,Coast of Blambangan,NONE,NONE,NONE,NONE
1355,Straits of Lombok,NONE,NONE,NONE,NONE
1356,Sawu Sea,NONE,NONE,NONE,NONE
1357,Flores Sea,NONE,NONE,NONE,NONE
1358,Java Sea,NONE,NONE,NONE,NONE
1359,Straits of Makassar,NONE,NONE,NONE,NONE
1360,Karimata Strait,NONE,NONE,NONE,NONE
1361,Straits of Johor,NONE,NONE,NONE,NONE
1362,Malayan Sea,NONE,NONE,NONE,NONE
1363,Coast of Sarawak,NONE,NONE,NONE,NONE
1364,Cape Cà Mau,NONE,NONE,NONE,NONE
1365,Gulf of Siam,NONE,NONE,NONE,NONE
1366,Cam Ranh Bay,NONE,NONE,NONE,NONE
1367,South China Sea,NONE,NONE,NONE,NONE
1368,Palawan Passage,NONE,NONE,NONE,NONE
1369,Coast of Annam,NONE,NONE,NONE,NONE
1370,Gulf of Tonkin,NONE,NONE,NONE,NONE
1371,Guangzhou Bay,NONE,NONE,NONE,NONE
1372,Taiwan Strait,NONE,NONE,NONE,NONE
1373,Yang Tse Delta,NONE,NONE,NONE,NONE
1374,Eastern Yellow Sea,NONE,NONE,NONE,NONE
1375,Korea Bay,NONE,NONE,NONE,NONE
1376,South Korean Sea,NONE,NONE,NONE,NONE
1377,North Korean Sea,NONE,NONE,NONE,NONE
1378,Olga Bay,NONE,NONE,NONE,NONE
1379,Tatar Straits,NONE,NONE,NONE,NONE
1380,Shantar Islands,NONE,NONE,NONE,NONE
1381,Tauisk Bay,NONE,NONE,NONE,NONE
1382,Bay of Komenskoie,NONE,NONE,NONE,NONE
1383,Coast of Kamchatka,NONE,NONE,NONE,NONE
1384,Okhotsk Sea,NONE,NONE,NONE,NONE
1385,Coast of Sakhalin,NONE,NONE,NONE,NONE
1386,Soya Strait,NONE,NONE,NONE,NONE
1387,Tsugaru Strait,NONE,NONE,NONE,NONE
1388,Yamato Basin,NONE,NONE,NONE,NONE
1389,Amakusa Sea,NONE,NONE,NONE,NONE
1390,Seto Inland Sea,NONE,NONE,NONE,NONE
1391,Kii Channel,NONE,NONE,NONE,NONE
1392,Ryukyu Islands,NONE,NONE,NONE,NONE
1393,Luzon Strait,NONE,NONE,NONE,NONE
1394,Paracel Islands,NONE,NONE,NONE,NONE
1395,Manila Bay,NONE,NONE,NONE,NONE
1396,Coast of Luzon,NONE,NONE,NONE,NONE
1397,Visayan Sea,NONE,NONE,NONE,NONE
1398,Sulu Sea,NONE,NONE,NONE,NONE
1399,Sea of Celebes,NONE,NONE,NONE,NONE
1400,Halmaheran Sea,NONE,NONE,NONE,NONE
1401,Banda Sea,NONE,NONE,NONE,NONE
1402,Mindanao Coast,NONE,NONE,NONE,NONE
1403,Palau Islands,NONE,NONE,NONE,NONE
1404,Cenderawasih Bay,NONE,NONE,NONE,NONE
1405,Vitiaz Strait,NONE,NONE,NONE,NONE
1406,Trobrian Islands,NONE,NONE,NONE,NONE
1407,Torres Strait,NONE,NONE,NONE,NONE
1408,Timor Sea,NONE,NONE,NONE,NONE
1409,Arafura Sea,NONE,NONE,NONE,NONE
1410,Gulf of Carpentaria,NONE,NONE,NONE,NONE
1411,Great Barrier Reef,NONE,NONE,NONE,NONE
1412,Coral Sea,NONE,NONE,NONE,NONE
1413,Flinders Bay,NONE,NONE,NONE,NONE
1414,Bass Strait,NONE,NONE,NONE,NONE
1415,Kangaroo Island,NONE,NONE,NONE,NONE
1416,Great Australian Bight,NONE,NONE,NONE,NONE
1417,Cape Leeuwin,NONE,NONE,NONE,NONE
1418,Houtman Abrolhos,NONE,NONE,NONE,NONE
1419,Northwest Cape,NONE,NONE,NONE,NONE
1420,Roebuck Bay,NONE,NONE,NONE,NONE
1421,Western Tasman Sea,NONE,NONE,NONE,NONE
1422,Macquarie Harbour,NONE,NONE,NONE,NONE
1423,Cook Strait,NONE,NONE,NONE,NONE
1424,Lord Howe Island,NONE,NONE,NONE,NONE
1425,Northern Tasman Sea,NONE,NONE,NONE,NONE
1426,Coast of New Zealand,NONE,NONE,NONE,NONE
1427,Southern Tasman Sea,NONE,NONE,NONE,NONE
1428,Canterbury Bight,NONE,NONE,NONE,NONE
1429,New Caledonian Sea,NONE,NONE,NONE,NONE
1430,Vanuatu Islands,NONE,NONE,NONE,NONE
1431,Fiji Basin,NONE,NONE,NONE,NONE
1432,Solomon Sea,NONE,NONE,NONE,NONE
1433,Tuvalu Islands,NONE,NONE,NONE,NONE
1434,Melanesia Sea,NONE,NONE,NONE,NONE
1435,Mariana Islands,NONE,NONE,NONE,NONE
1436,Philippine Sea,NONE,NONE,NONE,NONE
1437,Northern Philippine Sea,NONE,NONE,NONE,NONE
1438,Volcano Islands,NONE,NONE,NONE,NONE
1439,Izu Islands,NONE,NONE,NONE,NONE
1440,Sanriku Coast,NONE,NONE,NONE,NONE
1441,Kuril Islands,NONE,NONE,NONE,NONE
1442,Kamchatka Trench,NONE,NONE,NONE,NONE
1443,Ulakhan Fault,NONE,NONE,NONE,NONE
1444,Bay of Anadyr,NONE,NONE,NONE,NONE
1445,Bering Sea,NONE,NONE,NONE,NONE
1446,Horn of Africa,NONE,NONE,NONE,NONE
1447,Coast of Pepper,NONE,NONE,NONE,NONE
1448,Zanzibar Strait,NONE,NONE,NONE,NONE
1449,Mozambique Channel,NONE,NONE,NONE,NONE
1450,Diego Suarez Bay,NONE,NONE,NONE,NONE
1451,Southwestern Arabian Sea,NONE,NONE,NONE,NONE
1452,Northern Arabian Sea,NONE,NONE,NONE,NONE
1453,The Seychelles,NONE,NONE,NONE,NONE
1454,Coast of Tamatave,NONE,NONE,NONE,NONE
1455,The Mascareignes,NONE,NONE,NONE,NONE
1456,Coast of Menabe,NONE,NONE,NONE,NONE
1457,Coast of Sofala,NONE,NONE,NONE,NONE
1458,Coast of Natal,NONE,NONE,NONE,NONE
1459,Coast of Ciskei,NONE,NONE,NONE,NONE
1460,Cape of Good Hope,NONE,NONE,NONE,NONE
1461,Coast of Namibia,NONE,NONE,NONE,NONE
1462,Coast of Angola,NONE,NONE,NONE,NONE
1463,Gulf of Kongo,NONE,NONE,NONE,NONE
1464,Coast of Cameroon,NONE,NONE,NONE,NONE
1465,Gulf of Guinea,NONE,NONE,NONE,NONE
1466,Ivory Coast,NONE,NONE,NONE,NONE
1467,Grain Coast,NONE,NONE,NONE,NONE
1468,Coast of Gambia,NONE,NONE,NONE,NONE
1469,Bay of Arguin,NONE,NONE,NONE,NONE
1470,Mauretanian Coast,NONE,NONE,NONE,NONE
1471,Cape Bojador,NONE,NONE,NONE,NONE
1472,Coast of Morocco,NONE,NONE,NONE,NONE
1473,Jan Mayen Sea,NONE,NONE,NONE,NONE
1474,Spitzberg Sea,NONE,NONE,NONE,NONE
1475,Icelandic Sea,NONE,NONE,NONE,NONE
1476,Eastern Coast of Iceland,NONE,NONE,NONE,NONE
1477,Western Coast of Iceland,NONE,NONE,NONE,NONE
1478,Northeastern Atlantic,NONE,NONE,NONE,NONE
1479,Rockall,NONE,NONE,NONE,NONE
1480,Denmark Strait,NONE,NONE,NONE,NONE
1481,Eastern Coast of Greenland,NONE,NONE,NONE,NONE
1482,Western Coast of Greenland,NONE,NONE,NONE,NONE
1483,Labrador Strait,NONE,NONE,NONE,NONE
1484,Baffin Bay,NONE,NONE,NONE,NONE
1485,Hudson Straits,NONE,NONE,NONE,NONE
1486,James Bay,NONE,NONE,NONE,NONE
1487,Western Hudson Bay,NONE,NONE,NONE,NONE
1488,Eastern Hudson Bay,NONE,NONE,NONE,NONE
1489,Foxe Basin,NONE,NONE,NONE,NONE
1490,Gulf of St. Lawrence,NONE,NONE,NONE,NONE
1491,Cabot Strait,NONE,NONE,NONE,NONE
1492,Bay of Fundy,NONE,NONE,NONE,NONE
1493,Strait of Belle Isle,NONE,NONE,NONE,NONE
1494,Fortune Bay,NONE,NONE,NONE,NONE
1495,Notre Dame Bay,NONE,NONE,NONE,NONE
1496,Labrador Sea,NONE,NONE,NONE,NONE
1497,Greenland Sea,NONE,NONE,NONE,NONE
1498,Northern Atlantic,NONE,NONE,NONE,NONE
1499,Massachusetts Bay,NONE,NONE,NONE,NONE
1500,Delaware Bay,NONE,NONE,NONE,NONE
1501,Cape Hatteras,NONE,NONE,NONE,NONE
1502,Sea Islands,NONE,NONE,NONE,NONE
1503,Bahama Banks,NONE,NONE,NONE,NONE
1504,Western Sargasso Sea,NONE,NONE,NONE,NONE
1505,Florida Straits,NONE,NONE,NONE,NONE
1506,Apalachee Bay,NONE,NONE,NONE,NONE
1507,Mobile Bay,NONE,NONE,NONE,NONE
1508,Galveston Bay,NONE,NONE,NONE,NONE
1509,Tampico Bay,NONE,NONE,NONE,NONE
1510,Bay of Campeche,NONE,NONE,NONE,NONE
1511,Gulf of Mexico,NONE,NONE,NONE,NONE
1512,Yucatan Channel,NONE,NONE,NONE,NONE
1513,Gulf of Honduras,NONE,NONE,NONE,NONE
1514,Mosquito Coast,NONE,NONE,NONE,NONE
1515,Gulf of Darien,NONE,NONE,NONE,NONE
1516,Jamaica Channel,NONE,NONE,NONE,NONE
1517,Central Caribbean,NONE,NONE,NONE,NONE
1518,Northwestern Caribbean,NONE,NONE,NONE,NONE
1519,Venezuelan Gulf,NONE,NONE,NONE,NONE
1520,Venezuelan Sea,NONE,NONE,NONE,NONE
1521,Eastern Caribbean,NONE,NONE,NONE,NONE
1522,Windward Islands,NONE,NONE,NONE,NONE
1523,Lesser Antilles,NONE,NONE,NONE,NONE
1524,Turks & Caicos Sea,NONE,NONE,NONE,NONE
1525,Bahama Channel,NONE,NONE,NONE,NONE
1526,Mona Passage,NONE,NONE,NONE,NONE
1527,Guyana Coast,NONE,NONE,NONE,NONE
1528,Cape Orange,NONE,NONE,NONE,NONE
1529,Amazonas Gulf,NONE,NONE,NONE,NONE
1530,Coast of Brazil,NONE,NONE,NONE,NONE
1531,Coast of Pernambuco,NONE,NONE,NONE,NONE
1532,Coast of Porto Seguro,NONE,NONE,NONE,NONE
1533,Costa Verde,NONE,NONE,NONE,NONE
1534,Coast of Santa Catarina,NONE,NONE,NONE,NONE
1535,Patos Lagoon,NONE,NONE,NONE,NONE
1536,La Plata River,NONE,NONE,NONE,NONE
1537,Northern Coast of Patagonia,NONE,NONE,NONE,NONE
1538,Southern Coast of Patagonia,NONE,NONE,NONE,NONE
1539,Magellan Strait,NONE,NONE,NONE,NONE
1540,Gulf of Penas,NONE,NONE,NONE,NONE
1541,Coast of Chile,NONE,NONE,NONE,NONE
1542,Atacama Coast,NONE,NONE,NONE,NONE
1543,Coast of Antofagasta,NONE,NONE,NONE,NONE
1544,Arica Bend,NONE,NONE,NONE,NONE
1545,Coast of Peru,NONE,NONE,NONE,NONE
1546,Gulf of Guayaquil,NONE,NONE,NONE,NONE
1547,Coast of Ecuador,NONE,NONE,NONE,NONE
1548,Gulf of Panama,NONE,NONE,NONE,NONE
1549,Costa Rica,NONE,NONE,NONE,NONE
1550,Gulf of Tehuantepec,NONE,NONE,NONE,NONE
1551,Manzanillo Bay,NONE,NONE,NONE,NONE
1552,Mazatlan Bay,NONE,NONE,NONE,NONE
1553,Gulf of California,NONE,NONE,NONE,NONE
1554,Cape San Lucas,NONE,NONE,NONE,NONE
1555,Gulf of Catalina,NONE,NONE,NONE,NONE
1556,San Francisco Bay,NONE,NONE,NONE,NONE
1557,Cape Blanco,NONE,NONE,NONE,NONE
1558,Salish Sea,NONE,NONE,NONE,NONE
1559,Hecate Strait,NONE,NONE,NONE,NONE
1560,Glacier Bay,NONE,NONE,NONE,NONE
1561,Cook Inlet,NONE,NONE,NONE,NONE
1562,Norton Sound,NONE,NONE,NONE,NONE
1563,Hatton Bank,NONE,NONE,NONE,NONE
1564,Eastern Gibbs Fracture,NONE,NONE,NONE,NONE
1565,Western Gibbs Fracture,NONE,NONE,NONE,NONE
1566,Iberian Shelf,NONE,NONE,NONE,NONE
1567,Sea of Azores,NONE,NONE,NONE,NONE
1568,Corner Seamounts,NONE,NONE,NONE,NONE
1569,Sable Island Bank,NONE,NONE,NONE,NONE
1570,New England Seamounts,NONE,NONE,NONE,NONE
1571,Blake Plateau,NONE,NONE,NONE,NONE
1572,West Bermuda Sea,NONE,NONE,NONE,NONE
1573,East Bermuda Sea,NONE,NONE,NONE,NONE
1574,Antilles Current,NONE,NONE,NONE,NONE
1575,Northern Guiana Basin,NONE,NONE,NONE,NONE
1576,Guiana Basin,NONE,NONE,NONE,NONE
1577,Southern Guiana Basin,NONE,NONE,NONE,NONE
1578,Canary Approach,NONE,NONE,NONE,NONE
1579,Cape Verde Approach,NONE,NONE,NONE,NONE
1580,Central North Atlantic,NONE,NONE,NONE,NONE
1581,North Equatorial Current,NONE,NONE,NONE,NONE
1582,Northeast Sargasso Sea,NONE,NONE,NONE,NONE
1583,Southeast Sargasso Sea,NONE,NONE,NONE,NONE
1584,Romanche Gap,NONE,NONE,NONE,NONE
1585,East Guinea Basin,NONE,NONE,NONE,NONE
1586,West Guinea Basin,NONE,NONE,NONE,NONE
1587,Coast of Falklands,NONE,NONE,NONE,NONE
1588,Scotia Basin,NONE,NONE,NONE,NONE
1589,Brazil-Malvinas Confluence Zone,NONE,NONE,NONE,NONE
1590,South Brazil Current,NONE,NONE,NONE,NONE
1591,Brazil Current,NONE,NONE,NONE,NONE
1592,Rio Grande Rise,NONE,NONE,NONE,NONE
1593,Argentine Basin,NONE,NONE,NONE,NONE
1594,South Orkney Islands,NONE,NONE,NONE,NONE
1595,East of Magellans,NONE,NONE,NONE,NONE
1596,North Brazil Current,NONE,NONE,NONE,NONE
1597,South Equatorial Current,NONE,NONE,NONE,NONE
1598,Central South Atlantic,NONE,NONE,NONE,NONE
1599,Brazil Basin,NONE,NONE,NONE,NONE
1600,Saint Helena Island,NONE,NONE,NONE,NONE
1601,Benguela Current,NONE,NONE,NONE,NONE
1602,Walvis Ridge,NONE,NONE,NONE,NONE
1603,Bouvet Island,NONE,NONE,NONE,NONE
1604,Tristan da Cunha Islands,NONE,NONE,NONE,NONE
1605,Southern Mid-Atlantic Ridget,NONE,NONE,NONE,NONE
1606,South Atlantic Current,NONE,NONE,NONE,NONE
1607,South Sandwich Islands,NONE,NONE,NONE,NONE
1608,South Atlantic,NONE,NONE,NONE,NONE
1609,South Atlantic Roaring Forties,NONE,NONE,NONE,NONE
1610,Denmark Sea,NONE,NONE,NONE,NONE
1611,Northern Bay of Bengal,NONE,NONE,NONE,NONE
1612,Western Bay of Bengal,NONE,NONE,NONE,NONE
1613,Southern Bay of Bengal,NONE,NONE,NONE,NONE
1614,Ceylon Sea,NONE,NONE,NONE,NONE
1615,Southeastern Arabian Sea,NONE,NONE,NONE,NONE
1616,North Indian Ocean,NONE,NONE,NONE,NONE
1617,Mascarene Plateau,NONE,NONE,NONE,NONE
1618,Western Equatorial Counter Current,NONE,NONE,NONE,NONE
1619,Coast of Maldives,NONE,NONE,NONE,NONE
1620,Central Indian Ocean,NONE,NONE,NONE,NONE
1621,Chagos Archipelago,NONE,NONE,NONE,NONE
1622,Eastern Equatorial Counter Current,NONE,NONE,NONE,NONE
1623,Ninetyeast Ridge,NONE,NONE,NONE,NONE
1624,Northeast Indian Ocean,NONE,NONE,NONE,NONE
1625,Marion Island,NONE,NONE,NONE,NONE
1626,Natal Basin,NONE,NONE,NONE,NONE
1627,Taolagnaro Bay,NONE,NONE,NONE,NONE
1628,Crozet Islands,NONE,NONE,NONE,NONE
1629,Crozet Basin,NONE,NONE,NONE,NONE
1630,Madagascar Basin,NONE,NONE,NONE,NONE
1631,Kerguelen Islands,NONE,NONE,NONE,NONE
1632,Heard and McDonald Islands,NONE,NONE,NONE,NONE
1633,South Indian Ocean,NONE,NONE,NONE,NONE
1634,Indian Ocean Raging Fifties,NONE,NONE,NONE,NONE
1635,South Australian Basin,NONE,NONE,NONE,NONE
1636,Southwestern Indian Ridge,NONE,NONE,NONE,NONE
1637,St Paul and Amsterdam Islands,NONE,NONE,NONE,NONE
1638,Southeastern Indian Ridge,NONE,NONE,NONE,NONE
1639,Naturaliste Plateau,NONE,NONE,NONE,NONE
1640,Broken Ridge,NONE,NONE,NONE,NONE
1641,East Indian Ocean,NONE,NONE,NONE,NONE
1642,Zenith Plateau,NONE,NONE,NONE,NONE
1643,Wallaby Plateau,NONE,NONE,NONE,NONE
1644,West Australian Basin,NONE,NONE,NONE,NONE
1645,Eastern Indian Ocean South Equatorial Current,NONE,NONE,NONE,NONE
1646,Indian Ocean South Equatorial Current,NONE,NONE,NONE,NONE
1647,Western Indian Ocean South Equatorial Current,NONE,NONE,NONE,NONE
1648,Lake Tchad,NONE,NONE,NONE,NONE
1649,Lake Victoria,NONE,NONE,NONE,NONE
1650,Lake Tanganyika,NONE,NONE,NONE,NONE
1651,Lake Malawi,NONE,NONE,NONE,NONE
1652,White Sea,NONE,NONE,NONE,NONE
1653,Lake Balchasj,NONE,NONE,NONE,NONE
1654,Lake Bajkal,NONE,NONE,NONE,NONE
1655,Poyang Lake,NONE,NONE,NONE,NONE
1656,Lake Titicaca,NONE,NONE,NONE,NONE
1657,Lake Nicaragua,NONE,NONE,NONE,NONE
1658,Lake Okeechobee,NONE,NONE,NONE,NONE
1659,Lake Ontario,NONE,NONE,NONE,NONE
1660,Lake Erie,NONE,NONE,NONE,NONE
1661,Lake Huron,NONE,NONE,NONE,NONE
1662,Lake Michigan,NONE,NONE,NONE,NONE
1663,Lake Superior,NONE,NONE,NONE,NONE
1664,Lake Nipigon,NONE,NONE,NONE,NONE
1665,Lake Winnipeg,NONE,NONE,NONE,NONE
1666,Commander Basin,NONE,NONE,NONE,NONE
1667,Emperor Ridge,NONE,NONE,NONE,NONE
1668,Northwestern Pacific,NONE,NONE,NONE,NONE
1669,Oyashio Current,NONE,NONE,NONE,NONE
1670,Northern Kuroshio Current,NONE,NONE,NONE,NONE
1671,Kuroshio Current,NONE,NONE,NONE,NONE
1672,Western Pacific,NONE,NONE,NONE,NONE
1673,Micronesia Sea,NONE,NONE,NONE,NONE
1674,Mariana Trench,NONE,NONE,NONE,NONE
1675,North Pacific Equatorial Current,NONE,NONE,NONE,NONE
1676,Melanesian Basin,NONE,NONE,NONE,NONE
1677,Kuskokwim Bay,NONE,NONE,NONE,NONE
1678,Bering Strait,NONE,NONE,NONE,NONE
1679,Shirshov Ridge,NONE,NONE,NONE,NONE
1680,Aleutian Islands,NONE,NONE,NONE,NONE
1681,Shumagin Islands,NONE,NONE,NONE,NONE
1682,Gulf of Alaska,NONE,NONE,NONE,NONE
1683,Western Aleutian Trench,NONE,NONE,NONE,NONE
1684,Northern California Current,NONE,NONE,NONE,NONE
1685,Eastern Aleutian Trench,NONE,NONE,NONE,NONE
1686,Eastern North Pacific Drift,NONE,NONE,NONE,NONE
1687,California Current,NONE,NONE,NONE,NONE
1688,Murray Fracture Zone,NONE,NONE,NONE,NONE
1689,North Pacific Drift,NONE,NONE,NONE,NONE
1690,Western North Pacific Drift,NONE,NONE,NONE,NONE
1691,Wake Island,NONE,NONE,NONE,NONE
1692,Midway Island,NONE,NONE,NONE,NONE
1693,Molokai Fracture Zone,NONE,NONE,NONE,NONE
1694,Southern California Current,NONE,NONE,NONE,NONE
1695,Revilla Gigedo Islands,NONE,NONE,NONE,NONE
1696,Clarion Fracture Zone,NONE,NONE,NONE,NONE
