ID,Name,Owner,Controler,Religion,Culture
1,Stockholm,SWE,SWE,protestant,swedish
2,Östergötland,SWE,SWE,protestant,swedish
3,Kalmar,SWE,SWE,protestant,swedish
4,Bergslagen,SWE,SWE,protestant,swedish
5,Värmland,SWE,SWE,protestant,swedish
6,Lund,DAN,DAN,protestant,danish
7,Skaraborg,SWE,SWE,protestant,swedish
8,Dalaskogen,SWE,SWE,protestant,swedish
9,Hälsingland,SWE,SWE,protestant,swedish
10,Jämtland,SWE,SWE,protestant,norwegian
11,Västerbotten,SWE,SWE,catholic,swedish
12,Sjælland,DAN,DAN,protestant,danish
13,Slesvig,DAN,DAN,protestant,danish
14,Fyn,DAN,DAN,protestant,danish
15,Vestjylland,DAN,DAN,protestant,danish
16,Bohuslän,SWE,SWE,protestant,norwegian
17,Akershus,DAN,DAN,protestant,norwegian
18,Lappland,SWE,SWE,protestant,sapmi
19,Österbotten,SWE,SWE,catholic,finnish
20,Trøndelag,DAN,DAN,protestant,norwegian
21,Hålogaland,DAN,DAN,protestant,norwegian
22,Opplanda,SWE,SWE,protestant,norwegian
23,Bergenhus,DAN,DAN,protestant,norwegian
24,Stavanger,DAN,DAN,protestant,norwegian
25,Gotland,DAN,DAN,protestant,swedish
26,Halland,DAN,DAN,protestant,danish
27,Åbo,SWE,SWE,catholic,swedish
28,Nyland,SWE,SWE,catholic,finnish
29,Tavastland,SWE,SWE,catholic,finnish
30,Viborg,SWE,SWE,catholic,finnish
31,Savolax,SWE,SWE,catholic,finnish
32,Kexholm,NOV,NOV,orthodox,karelian
33,Neva,SWE,SWE,orthodox,karelian
34,Ingermanland,TEU,TEU,catholic,novgorodian
35,Ösel,TEU,TEU,catholic,estonian
36,Reval,TEU,TEU,catholic,estonian
37,Livland,TEU,TEU,catholic,latvian
38,Riga,TEU,TEU,catholic,baltic_german
39,Goldingen,TEU,TEU,catholic,latvian
40,Memel,TEU,TEU,catholic,lithuanian
41,Königsberg,TEU,TEU,catholic,prussian
42,Warmia,TEU,TEU,catholic,prussian
43,Danzig,TEU,TEU,catholic,prussian
44,Hamburg,HAM,HAM,protestant,lower_saxon
45,Lübeck,HSA,HSA,protestant,lower_saxon
46,Rostock,HSA,HSA,protestant,pommeranian
47,Stralsund,BRA,BRA,reformed,pommeranian
48,Kolberg,BRA,BRA,reformed,pommeranian
49,Neumark,TEU,TEU,catholic,saxon
50,Berlin,SAX,SAX,reformed,saxon
51,Ruppin,SAX,SAX,reformed,saxon
52,Magdeburg,SAX,SAX,protestant,saxon
53,Lüneburg,HSA,HSA,protestant,lower_saxon
54,Stade,HSA,HSA,protestant,lower_saxon
55,Oldenburg,HSA,HSA,protestant,hannoverian
56,Osnabrück,EFR,EFR,protestant,hannoverian
57,Brunswick,SAX,SAX,protestant,lower_saxon
58,Anhalt,SAX,SAX,reformed,saxon
59,Wittenberg,SAX,SAX,reformed,saxon
60,Bautzen,SAX,SAX,reformed,sorbian
61,Dresden,SAX,SAX,protestant,saxon
62,Leipzig,SAX,SAX,protestant,saxon
63,Erfurt,SAX,SAX,protestant,saxon
64,Landshut,LBV,LBV,reformed,bavarian
65,München,UBV,REB,protestant,bavarian
66,Bamberg,WBG,WBG,protestant,franconian
67,Nürnberg,NUM,NUM,reformed,franconian
68,Memmingen,MEM,MEM,reformed,swabian
69,Dortmund,NED,NED,protestant,hannoverian
70,Stuttgart,WUR,WUR,reformed,swabian
71,Ansbach,ANS,ANS,protestant,franconian
72,Breisgau,HAB,HAB,catholic,swabian
73,Inntal,HAB,HAB,catholic,austrian
74,Baden,BAD,BAD,protestant,swabian
75,Straßburg,BAD,BAD,protestant,swabian
76,Salzburg,SLZ,SLZ,catholic,bavarian
77,Heidelberg,PAL,PAL,protestant,hessian
78,Mainz,MAI,MAI,catholic,hessian
79,Würzburg,WBG,WBG,reformed,franconian
80,Trier,MAI,MAI,catholic,hessian
81,Oberhessen,HES,HES,reformed,hessian
82,Westfalen,KOL,KOL,reformed,hannoverian
83,Nassau,MAI,MAI,catholic,hessian
84,Berg,BRG,BRG,protestant,hessian
85,Köln,KOL,KOL,reformed,hessian
86,Münster,NED,NED,protestant,hannoverian
87,Calais,NED,NED,protestant,wallonian
88,Artois,NED,NED,protestant,wallonian
89,Picardie,NED,NED,protestant,cosmopolitan_french
90,Bruges,NED,NED,protestant,flemish
91,Hainaut,NED,NED,protestant,wallonian
92,Brussels,NED,NED,protestant,flemish
93,Liège,LIE,LIE,protestant,wallonian
94,Luxemburg,NED,NED,protestant,wallonian
95,Breda,NED,NED,protestant,dutch
96,Zeeland,NED,NED,protestant,dutch
97,Amsterdam,NED,NED,protestant,dutch
98,Utrecht,NED,NED,protestant,dutch
99,Gelre,NED,NED,protestant,dutch
100,Friesland,NED,NED,protestant,frisian
101,Genoa,ITA,ITA,catholic,ligurian
102,Nice,ITA,ITA,catholic,ligurian
103,Turin,ITA,ITA,catholic,piedmontese
104,Milan,ITA,ITA,catholic,lombard
105,Parma,ITA,ITA,catholic,lombard
106,Modena,ITA,ITA,catholic,romagnan
107,Brescia,ITA,ITA,catholic,lombard
108,Verona,ITA,ITA,catholic,venetian
109,Mantua,MAN,MAN,catholic,romagnan
110,Trentino,TNT,TNT,protestant,venetian
111,Friuli,ITA,ITA,catholic,venetian
112,Venezia,ITA,ITA,catholic,venetian
113,Ferrara,ITA,ITA,catholic,romagnan
114,Ravenna,ITA,ITA,catholic,romagnan
115,Pisa,ITA,ITA,catholic,tuscan
116,Firenze,ITA,ITA,catholic,tuscan
117,Siena,ITA,ITA,catholic,tuscan
118,Roma,ITA,ITA,catholic,umbrian
119,Ancona,PAP,NED,catholic,umbrian
120,Abruzzi,ITA,ITA,catholic,neapolitan
121,Napoli,PAP,NED,catholic,neapolitan
122,Salento,NAP,NAP,catholic,neapolitan
123,Calabria,PAP,NED,catholic,sicilian
124,Messina,PRO,PRO,catholic,sicilian
125,Palermo,PRO,PRO,catholic,sicilian
126,Malta,PRO,PRO,catholic,maltese
127,Sassari,ITA,ITA,catholic,sardinian
128,Unterkärnten,RUM,RUM,reformed,austrian
129,Krain,CLI,CLI,catholic,slovene
130,Istria,RUM,RUM,catholic,dalmatian
131,Zagreb,CLI,CLI,catholic,croatian
132,Steiermark,HAB,HAB,catholic,austrian
133,Ob der Enns,HAB,HAB,catholic,austrian
134,Wien,HAB,HAB,catholic,austrian
135,Sopron,CLI,CLI,catholic,hungarian
136,Split,RUM,RUM,orthodox,dalmatian
137,Ragusa,RUM,RUM,catholic,dalmatian
138,Zeta,RUM,RUM,orthodox,serbian
139,Hum,RUM,RUM,orthodox,bosnian
140,Bosnia,RUM,RUM,orthodox,bosnian
141,Smederevo,RUM,RUM,orthodox,serbian
142,Corfu,RUM,RUM,orthodox,greek
143,Vlorë,RUM,RUM,orthodox,albanian
144,Epirus,RUM,RUM,orthodox,greek
145,Morea,RUM,RUM,orthodox,greek
146,Athens,RUM,RUM,orthodox,greek
147,Thessaly,RUM,RUM,orthodox,greek
148,Macedonia,RUM,RUM,sunni,greek
149,Edirne,RUM,RUM,sunni,greek
150,Nikopol,RUM,RUM,sunni,bulgarian
151,Constantinople,RUM,RUM,sunni,turkish
152,Varasd,CLI,CLI,catholic,croatian
153,Pest,HUN,HUN,catholic,hungarian
154,Hont,RUM,RUM,reformed,slovak
155,Békés,RUM,RUM,orthodox,hungarian
156,Temes,RUM,RUM,sunni,transylvanian
157,Bihar,RUM,RUM,orthodox,transylvanian
158,Maros,RUM,RUM,catholic,transylvanian
159,Silistria,RUM,RUM,sunni,bulgarian
160,Oltenia,RUM,RUM,orthodox,romanian
161,Tîrgoviste,RUM,RUM,orthodox,romanian
162,Zemplén,RUM,RUM,catholic,slovak
163,Crete,RUM,RUM,orthodox,greek
164,Naxos,RUM,RUM,orthodox,greek
165,Bern,HAB,HAB,catholic,swiss
166,Waldstätte,ITA,ITA,reformed,swiss
167,Caux,NED,NED,protestant,normand
168,Caen,NED,NED,protestant,normand
169,Armor,IRE,IRE,protestant,breton
170,Finistère,IRE,IRE,catholic,breton
171,Vannetais,IRE,IRE,catholic,breton
172,Nantais,IRE,IRE,catholic,breton
173,Labourd,PRO,PRO,catholic,gascon
174,Bordeaux,PRO,PRO,protestant,gascon
175,Armagnac,PRO,PRO,protestant,gascon
176,Béarn,PRO,PRO,catholic,gascon
177,Maine,FRA,NED,catholic,cosmopolitan_french
178,Anjou,PRO,PRO,catholic,cosmopolitan_french
179,Berry,FRA,NED,catholic,cosmopolitan_french
180,Haut-Poitou,PRO,PRO,catholic,cosmopolitan_french
181,Rethel,FRA,NED,catholic,wallonian
182,Valois,FRA,NED,catholic,cosmopolitan_french
183,Paris,NED,NED,protestant,cosmopolitan_french
184,Orleanais,FRA,NED,catholic,cosmopolitan_french
185,Nemours,NED,NED,protestant,cosmopolitan_french
186,Reims,FRA,NED,catholic,cosmopolitan_french
187,Barrois,PRO,PRO,catholic,burgundian
188,Metz,LOR,SWI,protestant,burgundian
189,Lothringen,LOR,LOR,protestant,burgundian
190,Bourbonnais,NED,NED,protestant,cosmopolitan_french
191,Nivernais,NED,NED,catholic,burgundian
192,Dijonnais,PRO,PRO,catholic,burgundian
193,Franche-Comté,PRO,PRO,catholic,burgundian
194,Périgord,PRO,PRO,protestant,gascon
195,Limousin,PRO,PRO,catholic,gascon
196,Toulouse,PRO,SWI,catholic,occitain
197,Roussillon,PRO,PRO,catholic,catalan
198,Rouergue,PRO,PRO,protestant,occitain
199,Auvergne,NED,NED,protestant,occitain
200,Montpellier,PRO,PRO,catholic,occitain
201,Marseille,PRO,PRO,catholic,occitain
202,Avignon,PRO,PRO,catholic,occitain
203,Lyonnais,FRA,NED,catholic,occitain
204,Dauphiné,PRO,PRO,catholic,occitain
205,Chambery,SWI,PRO,catholic,occitain
206,Corunna,CAS,CAS,catholic,galician
207,Asturias,CAS,CAS,catholic,leonese
208,León,CAS,CAS,catholic,leonese
209,Vizcaya,CAS,CAS,catholic,basque
210,Navarra,CAS,CAS,catholic,basque
211,Huesca,CAS,CAS,catholic,aragonese
212,Girona,PRO,PRO,catholic,catalan
213,Barcelona,PRO,PRO,catholic,catalan
214,Zaragoza,CAS,CAS,catholic,aragonese
215,Valladolid,CAS,CAS,catholic,castillian
216,Salamanca,CAS,CAS,catholic,leonese
217,Madrid,CAS,CAS,catholic,castillian
218,Badajoz,CAS,CAS,catholic,andalucian
219,Toledo,CAS,CAS,catholic,castillian
220,València,CAS,CAS,catholic,catalan
221,Murcia,CAS,CAS,catholic,andalucian
222,Almería,CAS,CAS,catholic,andalucian
223,Granada,CAS,CAS,catholic,andalucian
224,Sevilla,CAS,CAS,catholic,andalucian
225,Córdoba,CAS,CAS,catholic,andalucian
226,Gibraltar,CAS,CAS,catholic,andalucian
227,Lisboa,POR,POR,catholic,portugese
228,Beira,IRE,IRE,catholic,portugese
229,Beja,POR,POR,catholic,portugese
230,Algarve,POR,POR,catholic,portugese
231,Porto,IRE,IRE,catholic,portugese
232,Bragança,IRE,IRE,catholic,portugese
233,Cornwall,IRE,IRE,catholic,cornish
234,Hampshire,IRE,IRE,catholic,english
235,Kent,IRE,IRE,catholic,english
236,London,IRE,IRE,catholic,english
237,Oxford,IRE,IRE,catholic,english
238,Essex,IRE,IRE,catholic,english
239,Gloucester,IRE,IRE,catholic,english
240,Shrewsbury,IRE,IRE,catholic,english
241,Glamorgan,IRE,IRE,catholic,welsh
242,Gwynedd,IRE,IRE,catholic,welsh
243,Lincolnshire,IRE,IRE,catholic,english
244,Lancashire,IRE,IRE,catholic,english
245,York,IRE,IRE,catholic,english
246,Northumberland,IRE,IRE,catholic,english
247,Cumbria,IRE,IRE,catholic,english
248,Lothian,SCO,SCO,catholic,scottish
249,Ayrshire,IRE,IRE,catholic,scottish
250,Perth,SCO,SCO,catholic,highland_scottish
251,Aberdeen,SCO,SCO,catholic,scottish
252,Inverness,SCO,SCO,catholic,highland_scottish
253,Outer Hebrides,SCO,SCO,catholic,highland_scottish
254,Poznan,TEU,TEU,catholic,polish
255,Kalisz,TEU,TEU,catholic,polish
256,Plock,TEU,TEU,catholic,polish
257,Warszawa,TEU,TEU,catholic,polish
258,Sieradz,TEU,TEU,catholic,polish
259,Sandomierz,TEU,TEU,catholic,polish
260,Lublin,TEU,TEU,catholic,polish
261,Halicz,TEU,TEU,catholic,ruthenian
262,Krakow,TEU,TEU,reformed,polish
263,Ratibor,SAX,SAX,reformed,schlesian
264,Breslau,SAX,SAX,reformed,schlesian
265,Brno,SAX,SAX,reformed,czech
266,Prague,BOH,REB,reformed,czech
267,Plzen,BOH,BOH,reformed,czech
268,Suceava,TEU,TEU,catholic,romanian
269,Podlasie,LIT,LIT,catholic,byelorussian
270,Trakai,LIT,LIT,catholic,lithuanian
271,Samogitia,TEU,TEU,catholic,lithuanian
272,Vilna,LIT,LIT,catholic,lithuanian
273,Latgalia,TEU,TEU,catholic,latvian
274,Pskov,TEU,TEU,catholic,novgorodian
275,Polotsk,TEU,TEU,catholic,byelorussian
276,Minsk,LIT,LIT,orthodox,byelorussian
277,Brest,TEU,TEU,catholic,byelorussian
278,Pinsk,LIT,LIT,orthodox,byelorussian
279,Volhynia,TEU,TEU,catholic,ruthenian
280,Kiev,TEU,TEU,catholic,ruthenian
281,Podolia,TEU,TEU,catholic,ruthenian
282,Yedisan,TEU,TEU,catholic,ruthenian
283,Zaporozhia,TEU,TEU,catholic,ruthenian
284,Crimea,CRI,CRI,sunni,crimean
285,Caffa,CRI,CRI,orthodox,pontic_greek
286,Azov,CRI,CRI,sunni,crimean
287,Kuban,CRI,CRI,sunni,crimean
288,Lower Don,CRI,CRI,sunni,mishary
289,Chernigov,TEU,TEU,catholic,ryazanian
290,Poltava,TEU,TEU,catholic,ruthenian
291,Kharkov,TEU,TEU,catholic,ruthenian
292,Mogilev,LIT,LIT,orthodox,byelorussian
293,Smolensk,TEU,TEU,catholic,ryazanian
294,Tver,TEU,TEU,catholic,russian
295,Moskva,TEU,TEU,catholic,russian
296,Kaluga,LIT,LIT,orthodox,russian
297,Bryansk,TEU,TEU,catholic,ryazanian
298,Kursk,TEU,TEU,catholic,ryazanian
299,Voronezh,TEU,TEU,catholic,mishary
300,Tula,TEU,TEU,catholic,ryazanian
301,Ryazan,TEU,TEU,catholic,ryazanian
302,Tambov,CRI,CRI,sunni,mishary
303,Saratov,CRI,CRI,sunni,mishary
304,Penza,TEU,TEU,catholic,kazani
305,Perm,CRI,CRI,sunni,uralic
306,Nizhny Novgorod,TEU,TEU,catholic,russian
307,Vladimir,TEU,TEU,catholic,russian
308,Yaroslavl,MOS,MOS,orthodox,russian
309,Olonets,NOV,NOV,orthodox,karelian
310,Novgorod,TEU,TEU,catholic,novgorodian
311,Kholm,TEU,TEU,catholic,novgorodian
312,Beloozero,MOS,MOS,orthodox,novgorodian
313,Soroka,NOV,NOV,catholic,novgorodian
314,Vologda,MOS,MOS,orthodox,russian
315,Finnmark,SWE,SWE,protestant,sapmi
316,Kocaeli,RUM,RUM,sunni,turkish
317,Hüdavendigar,RUM,RUM,sunni,turkish
318,Sugla,RUM,RUM,sunni,turkish
319,Mentese,RUM,RUM,sunni,turkish
320,Rhodes,KNI,KNI,orthodox,greek
321,Cyprus,CYP,CYP,orthodox,greek
322,Kütahya,RUM,RUM,sunni,turkish
323,Konya,RUM,RUM,sunni,turkish
324,Karaman,RUM,RUM,sunni,turkish
325,Kastamonu,RUM,RUM,sunni,turkish
326,Ankara,RUM,RUM,sunni,turkish
327,Adana,RUM,RUM,sunni,turkish
328,Sinop,RUM,RUM,sunni,turkish
329,Sivas,RUM,RUM,sunni,turkish
330,Trebizond,CRI,CRI,orthodox,pontic_greek
331,Erzurum,RUM,RUM,coptic,armenian
332,Marash,RUM,RUM,sunni,turkish
333,Mallorca,MJO,MJO,protestant,catalan
334,Tangiers,CAS,CAS,catholic,moroccan
335,Melilla,PRO,PRO,sunni,berber
336,Tlemcen,TUN,TUN,sunni,berber
337,Oran,TUN,TUN,sunni,algerian
338,Mitidja,TUN,TUN,sunni,algerian
339,Kabylia,TUN,TUN,sunni,berber
340,Constantine,TUN,TUN,sunni,berber
341,Tunis,TUN,TUN,sunni,tunisian
342,Gharb,CAS,CAS,sunni,moroccan
343,Fez,PRO,PRO,sunni,moroccan
344,Marrakech,MOR,MOR,sunni,moroccan
345,Abda,MOR,MOR,sunni,moroccan
346,Tafilalt,TUN,TUN,sunni,moroccan
347,Ifni,PRO,PRO,sunni,berber
348,Sus,TUN,TUN,sunni,berber
349,Figuig,TUN,TUN,sunni,berber
350,Laghouat,TUN,TUN,sunni,algerian
351,Biskra,TUN,TUN,sunni,berber
352,Gafsa,TUN,TUN,sunni,tunisian
353,Tataouine,TUN,TUN,sunni,tunisian
354,Tripoli,TUN,TUN,sunni,tunisian
355,Sirt,TUN,TUN,sunni,tunisian
356,Benghazi,TUN,TUN,sunni,al_misr_arabic
357,Darnah,MAM,MAM,sunni,al_misr_arabic
358,Alexandria,RUM,RUM,sunni,al_misr_arabic
359,Fayyum,MAM,MAM,sunni,al_misr_arabic
360,Qus,MAM,MAM,sunni,al_misr_arabic
361,Cairo,RUM,RUM,sunni,al_misr_arabic
362,Rosetta,RUM,RUM,sunni,al_misr_arabic
363,Damietta,RUM,RUM,sunni,al_misr_arabic
364,Gaza,RUM,RUM,sunni,al_suryah_arabic
365,Sinai,TUN,TUN,sunni,bedouin_arabic
366,Gran Canaria,CAS,CAS,catholic,castillian
367,The Azores,IRE,IRE,catholic,portugese
368,Madeira,IRE,IRE,catholic,portugese
369,Orkney,IRE,IRE,catholic,norwegian
370,Reykjavik,DAN,DAN,protestant,icelandic
371,Akureyri,DAN,DAN,protestant,icelandic
372,Tyrone,IRE,IRE,catholic,irish
373,Pale,IRE,IRE,catholic,irish
374,Leinster,IRE,IRE,catholic,irish
375,Limerick,IRE,IRE,catholic,irish
376,Connaught,IRE,IRE,catholic,irish
377,Aleppo,SYR,SYR,sunni,al_suryah_arabic
378,Tarabulus,SYR,SYR,sunni,al_suryah_arabic
379,Jerusalem,MAM,MAM,sunni,al_suryah_arabic
380,Al Karak,MAM,MAM,sunni,bedouin_arabic
381,Ajlun,MAM,MAM,sunni,al_suryah_arabic
382,Damascus,SYR,SYR,sunni,al_suryah_arabic
383,Tabuk,MAM,MAM,sunni,bedouin_arabic
384,Medina,MDA,MDA,sunni,hejazi_culture
385,Mecca,MAM,MAM,sunni,hejazi_culture
386,Bishah,YEM,YEM,shiite,hejazi_culture
387,Mokha,YEM,YEM,sunni,yemeni_culture
388,Aden,YEM,YEM,sunni,yemeni_culture
389,Mukalla,HDR,HDR,sunni,yemeni_culture
390,Sana'a,YEM,YEM,sunni,yemeni_culture
391,Najran,YEM,YEM,sunni,yemeni_culture
392,Al-Arid,ALH,ALH,sunni,bedouin_arabic
393,Jabal Shammar,TUN,TUN,sunni,bedouin_arabic
394,Al-Qatif,HDR,HDR,sunni,gulf_arabic
395,Qatar,HDR,HDR,sunni,gulf_arabic
396,Bahrain,ALH,ALH,sunni,gulf_arabic
397,Bani Yas,HDR,HDR,sunni,gulf_arabic
398,Qawasim,ALH,ALH,sunni,gulf_arabic
399,Batinah,ORM,ORM,ibadi,omani_culture
400,Muscat,TUN,TUN,ibadi,omani_culture
401,Dhofar,HDR,HDR,sunni,mahri_culture
402,Qishn,HDR,HDR,sunni,mahri_culture
403,Nizwa,ORM,ORM,ibadi,omani_culture
404,Liwa,ALH,ALH,sunni,gulf_arabic
405,Tadmor,SYR,SYR,sunni,bedouin_arabic
406,Haditha,QOM,QOM,sunni,al_iraqiya_arabic
407,Ar Raqqa,SYR,SYR,sunni,al_suryah_arabic
408,Basra,CRI,CRI,sunni,al_iraqiya_arabic
409,Karbala,QOM,QOM,sunni,al_iraqiya_arabic
410,Baghdad,QOM,QOM,sunni,al_iraqiya_arabic
411,Mosul,CRI,CRI,sunni,kurdish
412,Ahvaz,CRI,CRI,sunni,al_iraqiya_arabic
413,Khorramabad,CRI,CRI,sunni,luri
414,Hamadan,CRI,CRI,sunni,luri
415,Kirkuk,QOM,QOM,sunni,kurdish
416,Tabriz,QOM,QOM,sunni,azerbaijani
417,Lahijan,CRI,CRI,sunni,mazandarani
418,Diyarbakir,CRI,CRI,sunni,kurdish
419,Yerevan,CRI,CRI,coptic,armenian
420,Ganja,CRI,CRI,shiite,azerbaijani
421,Shirvan,CRI,CRI,sunni,azerbaijani
422,Imereti,CRI,CRI,orthodox,georgian
423,Tbilisi,CRI,CRI,sunni,georgian
424,Ardabil,QOM,QOM,sunni,azerbaijani
425,Dagestan,CRI,CRI,sunni,dagestani
426,Amol,CRI,CRI,sunni,mazandarani
427,Qumis,TIM,TIM,sunni,khorasani
428,Teheran,CRI,CRI,sunni,persian
429,Isfahan,QOM,QOM,sunni,persian
430,Dashtistan,FRS,FRS,sunni,persian
431,Mogostan,TIM,TIM,sunni,gulf_arabic
432,Kerman,TIM,TIM,sunni,persian
433,Yazd,CRI,CRI,zoroastrian,persian
434,Quhistan,TUN,TUN,sunni,baluchi
435,Zaranj,SIS,SIS,sunni,khorasani
436,Birjand,TRS,TRS,sunni,khorasani
437,Kopet Dag,KHI,KHI,sunni,turkmeni
438,Karakum,KHI,KHI,sunni,turkmeni
439,Mangyshlak,CRI,CRI,sunni,nogaybak
440,Qaraqalpak,KHI,KHI,sunni,uzbehk
441,Khiva,KHI,KHI,sunni,uzbehk
442,Bukhara,KHI,KHI,sunni,uzbehk
443,Ustyurt,CRI,CRI,sunni,nogaybak
444,Charjuy,KHI,KHI,sunni,uzbehk
445,Merv,TRS,TRS,sunni,turkmeni
446,Herat,TRS,TRS,sunni,khorasani
447,Kandahar,AFG,AFG,sunni,afghani
448,Gazni,AFG,AFG,sunni,afghani
449,Ghor,AFG,AFG,sunni,afghani
450,Balkh,AFG,AFG,sunni,afghani
451,Kabul,AFG,AFG,sunni,afghani
452,Badakhshan,CHG,CHG,sunni,afghani
453,Qarshi,TRS,TRS,sunni,uzbehk
454,Samarkand,TRS,TRS,sunni,uzbehk
455,Kyzylkum,KHI,KHI,sunni,khazak
456,Turkestan,CHG,CHG,sunni,khazak
457,Tashkent,TRS,TRS,sunni,uzbehk
458,Kokand,TRS,TRS,sunni,uzbehk
459,Taraz,CHG,CHG,sunni,khazak
460,Uzkend,CHG,CHG,sunni,kirgiz
461,Almaty,CHG,CHG,sunni,khazak
462,Odishi,CRI,CRI,orthodox,georgian
463,Circassia,CRI,CRI,sunni,circassian
464,Astrakhan,CRI,CRI,sunni,astrakhani
465,Nogay,CRI,CRI,sunni,nogaybak
466,Sarai,CRI,CRI,sunni,astrakhani
467,Borisoglebsk,CRI,CRI,sunni,mishary
468,Manych,CRI,CRI,sunni,astrakhani
469,Ryn,CRI,CRI,sunni,nogaybak
470,Bayuly,TEU,TEU,sunni,nogaybak
471,Alimuly,TEU,TEU,sunni,nogaybak
472,Zhetyru,TEU,TEU,sunni,nogaybak
473,Samara,TEU,TEU,catholic,kazani
474,Yaik,TEU,TEU,sunni,nogaybak
475,Bashkortostan,KAZ,KAZ,sunni,bashkir
476,Kypshak,NOG,NOG,sunni,khazak
477,Nadym,CHG,CHG,sunni,khazak
478,Argyn,CHG,CHG,sunni,khazak
479,Kerey,CHG,CHG,sunni,khazak
480,Pegaya Orda,CHG,CHG,sunni,kirgiz
481,Bermuda,POR,POR,catholic,portugese
482,Bahamas,NONE,NONE,animism,arawak
483,Turks Islands,NONE,NONE,animism,carib
484,Havana,CAS,CAS,catholic,castillian
485,Moron,C00,C00,catholic,castillian
486,Guantanamo,C00,C00,catholic,castillian
487,Jamaica,C00,C00,catholic,castillian
488,Zui,C00,C00,catholic,castillian
489,Tortuga,C00,C00,catholic,castillian
490,Bani,C00,C00,catholic,castillian
491,Aruba,C00,C00,catholic,castillian
492,Borikén,C00,C00,catholic,castillian
493,St. Thomas,C00,C00,catholic,castillian
494,St. Kitts,C00,C00,catholic,castillian
495,Antigua,NONE,NONE,animism,carib
496,Guadelupe,NONE,NONE,animism,carib
497,Dominica,C00,C00,catholic,castillian
498,Martinique,C00,C00,catholic,castillian
499,St. Lucia,C00,C00,catholic,castillian
500,St. Vincent,C00,C00,catholic,castillian
501,Barbados,C00,C00,catholic,castillian
502,Trinidad,NONE,NONE,animism,carib
503,Kutch,GUJ,GUJ,hinduism,saurashtri
504,Thatta,TUN,TUN,sunni,sindhi
505,Sehwan,TUN,TUN,sikhism,sindhi
506,Multan,DLH,DLH,sunni,panjabi
507,Lahore,DLH,DLH,hinduism,panjabi
508,Kashmir,DLH,DLH,sikhism,kashmiri
509,Kangra,DLH,DLH,hinduism,pahari
510,Sirhind,DLH,DLH,hinduism,panjabi
511,Garhwal,DLH,DLH,hinduism,pahari
512,Jangladesh,DLH,DLH,hinduism,rajput
513,Jaisalmer,JSL,JSL,hinduism,rajput
514,Marwar,TUN,TUN,hinduism,rajput
515,Girnar,GUJ,GUJ,hinduism,saurashtri
516,Baroda,GUJ,GUJ,hinduism,gujarati
517,Surat,GUJ,GUJ,hinduism,gujarati
518,Chittor,TUN,TUN,hinduism,rajput
519,Dhundar,TUN,TUN,hinduism,rajput
520,Mewat,DLH,DLH,hinduism,rajput
521,Rajkot,GUJ,GUJ,hinduism,saurashtri
522,Delhi,DLH,DLH,hinduism,kanauji
523,Lucknow,DLH,DLH,hinduism,avadhi
524,Central Doab,TUN,TUN,hinduism,kanauji
525,Gird,DLH,DLH,hinduism,vindhyan
526,Mandu,MLW,MLW,hinduism,malvi
527,Burhanpur,BAH,BAH,hinduism,marathi
528,Hadoti,TUN,TUN,hinduism,rajput
529,Thana,BAH,BAH,hinduism,marathi
530,Dabhol,VIJ,VIJ,hinduism,marathi
531,North Kanara,VIJ,VIJ,hinduism,kannada
532,Raichur,BAH,BAH,hinduism,kannada
533,Mysore,VIJ,VIJ,hinduism,kannada
534,Calicut,VIJ,VIJ,hinduism,malayalam
535,Kochin,VIJ,VIJ,hinduism,malayalam
536,Madurai,VIJ,VIJ,hinduism,tamil
537,Venad,VIJ,VIJ,hinduism,malayalam
538,Kongu,VIJ,VIJ,hinduism,tamil
539,Tondainadu,VIJ,VIJ,hinduism,tamil
540,Cuddalore,VIJ,VIJ,hinduism,tamil
541,Vijayanagar,VIJ,VIJ,hinduism,kannada
542,Golconda,BAH,BAH,hinduism,telegu
543,Velanadu,BAH,BAH,hinduism,telegu
544,Ahmadnagar,BAH,BAH,hinduism,marathi
545,Daulatabad,BAH,BAH,hinduism,marathi
546,East Berar,BAH,BAH,hinduism,gondi
547,Bastar,ORI,ORI,hinduism,gondi
548,Illichpur,BAH,BAH,hinduism,marathi
549,Kalingandhra,BAH,BAH,hinduism,telegu
550,Mahakoshal,MLW,MLW,hinduism,gondi
551,Mandla,MLW,MLW,hinduism,gondi
552,Cuttack,ORI,ORI,hinduism,oriya
553,Sambalpur,ORI,ORI,hinduism,garjati
554,Baisi Rajya,BNG,BNG,hinduism,nepali
555,Jaunpur,JNP,JNP,hinduism,avadhi
556,Lower Doab,DLH,DLH,hinduism,avadhi
557,Katmandu,GUG,GUG,vajrayana,nepali
558,Pataliputra,ORI,ORI,hinduism,bihari
559,Jhansi,DLH,DLH,hinduism,vindhyan
560,Jharkhand,ORI,ORI,hinduism,jharkhandi
561,Bengal Delta,BNG,BNG,hinduism,bengali
562,Koch,BNG,BNG,hinduism,kochi
563,Gauda,BNG,BNG,hinduism,bengali
564,Dhaka,BNG,AYU,hinduism,bengali
565,Paro,PHA,PHA,vajrayana,tibetan
566,Assam,BNG,BNG,hinduism,assamese
567,Silhet,BNG,BNG,hinduism,bengali
568,Chittagong,BNG,BNG,hinduism,bengali
569,Bijapur,BAH,BAH,hinduism,kannada
570,Naga,BNG,BNG,hinduism,chin
